naam,calorieen,eiwitten,koolhydraten,vetten,vezels,gewicht_per_stuk,ml_per_portie,standaard_eenheid
Kapucijners jonge blik/glas,93.0,5.7,13.2,0.7,5.5,0.0,0.0,
Bonen zwarte blik/glas,113.0,7.9,14.1,1.0,8.0,0.0,0.0,
Soep erwten- m vlees,77.0,4.9,6.3,3.0,2.8,0.0,250.0,kom
Berenklauw bereid m vloeibaar frituurvet,214.0,10.4,5.0,16.7,1.1,60.0,0.0,
Kipkorn bereid m vloeibaar vet,382.0,11.5,16.8,29.7,0.6,60.0,0.0,
Vet kippen-,900.0,0.0,0.0,100.0,0.0,0.0,0.0,
Olie palmpit-,899.0,0.0,0.0,99.9,0.0,0.0,0.0,
Peuterplusmelk Nutrilon 6 p 100 ml,46.0,1.2,6.0,1.7,0.8,0.0,200.0,glas
Zuigelingenvoeding Hero Baby Nutrasense Standaard 1 p 100 ml,66.0,1.3,7.2,3.5,0.3,150.0,0.0,stuk
Opvolgmelk Hero Baby Nutrasense Standaard 2 p 100 ml,70.0,1.4,9.5,2.9,0.2,0.0,200.0,glas
Peutermelk Hero Baby Nutrasense 3 p 100 ml,62.0,1.3,8.2,2.6,0.2,0.0,200.0,glas
Peutermelk Hero Baby Nutrasense 4 p 100 ml,50.0,1.1,6.7,2.1,0.1,0.0,200.0,glas
Zuigelingenvoeding Hipp Biologisch Combiotik 1 p 100 ml,66.0,1.3,7.3,3.5,0.3,150.0,0.0,stuk
Opvolgmelk Hipp Biologisch Combiotik 2 p 100 ml,70.0,1.5,7.9,3.5,0.4,0.0,200.0,glas
Opvolgmelk Hipp Biologisch Combiotik 3 p 100 ml,66.0,1.4,8.0,3.0,0.5,0.0,200.0,glas
Zuigelingenvoeding Jumbo Standaard 1 p 100 ml,67.0,1.4,7.4,3.4,0.6,150.0,0.0,stuk
Opvolgmelk Jumbo Standaard 2 p 100 ml,69.0,1.4,8.8,3.0,0.6,0.0,200.0,glas
Opvolgmelk Jumbo Standaard 3 p 100 ml,70.0,1.5,8.8,3.1,0.6,0.0,200.0,glas
Dreumesmelk Jumbo Standaard 4 p 100 ml,66.0,1.5,8.4,2.8,0.8,0.0,200.0,glas
Peutermelk Jumbo Standaard 5 p 100 ml,62.0,1.2,8.2,2.5,0.8,0.0,200.0,glas
Zuigelingenvoeding Albert Heijn Standaard 1 p 100 ml,66.0,1.4,7.0,3.5,0.4,150.0,0.0,stuk
Opvolgmelk Albert Heijn Standaard 2 p 100 ml,65.0,1.6,7.9,2.9,0.4,60.0,200.0,glas
Opvolgmelk Albert Heijn Standaard 3 p 100 ml,69.0,1.9,8.4,3.0,0.4,60.0,200.0,glas
Dreumesmelk Albert Heijn Standaard 4 p 100 ml,69.0,1.6,8.8,3.0,0.3,60.0,200.0,glas
Zuigelingenvoeding Albert Heijn Biologisch Standaard 1 p 100 ml,67.0,1.5,7.2,3.6,0.0,150.0,0.0,stuk
Opvolgmelk Albert Heijn Biologisch Standaard 2 p 100 ml,68.0,1.7,7.5,3.5,0.0,60.0,200.0,glas
Opvolgmelk Albert Heijn Biologisch Standaard 3 p 100 ml,69.0,1.9,7.7,3.4,0.0,60.0,200.0,glas
Zuigelingenvoeding Bonbebe Standaard 1 p 100 ml,67.0,1.3,7.6,3.3,0.6,150.0,0.0,stuk
Opvolgmelk Bonbebe Standaard 2 p 100 ml,69.0,1.4,8.9,3.0,0.6,0.0,200.0,glas
Opvolgmelk Bonbebe Standaard 3 p 100 ml,71.0,1.5,9.0,3.1,0.6,0.0,200.0,glas
Dreumesmelk Bonbebe Standaard 4 p 100 ml,68.0,1.5,8.9,2.8,0.8,0.0,200.0,glas
Zuigelingenvoeding Etos Standaard 1 p 100 ml,66.0,1.4,7.0,3.5,0.4,150.0,0.0,stuk
Opvolgmelk Etos Standaard 2 p 100 ml,65.0,1.6,7.9,2.9,0.4,0.0,200.0,glas
Opvolgmelk Etos Standaard 3 p 100 ml,69.0,1.9,8.4,3.0,0.4,0.0,200.0,glas
Dreumesmelk Etos Standaard 4 p 100 ml,69.0,1.6,8.8,3.0,0.3,0.0,200.0,glas
Zuigelingenvoeding Etos Biologisch Standaard 1 p 100 ml,67.0,1.5,7.2,3.6,0.0,150.0,0.0,stuk
Opvolgmelk Etos Biologisch Standaard 2 p 100 ml,68.0,1.7,7.5,3.5,0.0,0.0,200.0,glas
Opvolgmelk Etos Biologisch Standaard 3 p 100 ml,69.0,1.9,7.7,3.4,0.0,0.0,200.0,glas
Kaas Danish Blue,350.0,20.5,0.0,29.5,0.0,0.0,0.0,
Melk halfvolle verrijkt m calcium en vit D,47.0,3.5,4.7,1.6,0.0,0.0,200.0,glas
Taart appel- zandtaardeeg gem,224.0,2.9,31.6,9.1,1.5,135.0,0.0,stuk
Cake naturel gem,396.0,5.7,42.2,22.5,0.8,0.0,0.0,
Bladerdeeg gem bereid,614.0,7.0,40.0,47.0,1.4,60.0,0.0,
Cake appel- gem,259.0,3.5,30.2,13.5,1.1,135.0,0.0,stuk
Appelflap gem,360.0,3.5,35.0,22.4,1.5,135.0,0.0,stuk
Irish coffee,166.0,0.7,6.7,8.7,0.0,0.0,0.0,
Cake chocolade- gem,394.0,5.7,46.0,20.4,2.1,0.0,0.0,
Kaasfondue huishoudelijk bereid,323.0,21.4,1.8,24.2,0.0,150.0,0.0,stuk
Melk chocolade- halfvolle m zoetstof,48.0,3.3,4.5,1.7,0.5,0.0,200.0,glas
Wijn alcoholvrij,23.0,0.1,5.3,0.1,0.0,0.0,150.0,glas
Plantaardig alternatief voor yoghurt obv soja z suiker verrijkt m calcium en vitamines,39.0,4.0,0.0,2.3,0.9,150.0,150.0,bakje
Cheesecake,319.0,5.4,24.0,22.3,0.5,0.0,0.0,
Popcorn zoute kant-en-klaar (gepoft m olie),505.0,8.4,52.3,27.1,9.0,0.0,0.0,
Popcorn zoete kant-en-klaar (gepoft m olie),419.0,4.7,84.7,5.8,4.6,0.0,0.0,
Azijn balsamico,123.0,0.7,25.3,0.0,0.0,0.0,0.0,
Carrotcake,358.0,4.5,37.2,21.0,1.2,0.0,0.0,
Bananenbrood,300.0,4.8,39.4,13.2,1.6,0.0,0.0,
Paneermeel kruiden-,378.0,13.0,71.3,3.5,4.6,150.0,0.0,stuk
Peper zoete gevuld m roomkaas,161.0,3.6,2.2,15.2,0.9,0.0,0.0,
Hagelslag chocolade- mix wit en melk,452.0,5.8,74.2,14.1,2.4,0.0,200.0,glas
Vlokken chocolade- mix wit en melk,456.0,5.9,74.5,14.5,1.8,0.0,200.0,glas
Skyr m vruchten magere,71.0,9.3,7.9,0.0,0.1,0.0,0.0,
Bakmix voor cake naturel,367.0,5.1,84.6,0.6,1.6,0.0,0.0,
Bamigroenten,27.0,1.8,3.5,0.1,2.2,0.0,0.0,
Cracker luchtige naturel,380.0,13.0,72.0,3.5,4.2,0.0,0.0,
Tonijn m groente en tomatensaus in blik,98.0,11.7,4.8,3.5,0.6,0.0,0.0,
Zeevruchten bereid,112.0,16.9,4.6,2.9,0.1,60.0,0.0,
Groente roerbak- champignon,25.0,1.7,2.8,0.3,2.3,0.0,0.0,
Groente roerbak- Hollandse,27.0,1.5,3.5,0.3,2.5,0.0,0.0,
Groente roerbak- Italiaanse,28.0,1.2,4.2,0.2,2.4,0.0,0.0,
Groente roerbak- oosterse,29.0,1.7,3.9,0.2,2.5,0.0,0.0,
Yoghurt Griekse magere,56.0,8.2,5.0,0.1,0.0,0.0,150.0,bakje
Koek ontbijt- z suiker,238.0,2.9,53.2,1.2,17.0,150.0,0.0,stuk
Fruitreep m noten,424.0,7.8,47.6,20.9,6.5,150.0,0.0,handje
Pindakaas 100% pinda's,611.0,26.5,11.6,49.1,8.6,0.0,0.0,handje
Vet dierlijk gem,897.0,0.0,0.0,99.7,0.0,0.0,0.0,
Vruchten bos- gem,39.0,0.9,6.0,0.1,2.6,0.0,0.0,
Kalfsvlees gem,127.0,21.3,0.0,4.7,0.0,0.0,0.0,
Zout bakkers- m toegevoegd jodium,0.0,0.0,0.0,0.0,0.0,8.0,0.0,
Cacaopoeder magere,332.0,23.4,12.4,11.0,45.0,0.0,0.0,
Pasta noten- 100% noten,639.0,19.8,10.9,55.9,6.6,0.0,0.0,handje
IJs yoghurt- m vruchten,165.0,2.6,23.9,6.4,0.9,0.0,150.0,bakje
Skyr naturel magere,60.0,10.6,3.7,0.0,0.0,0.0,0.0,
Bakmix voor chocoladecake,377.0,6.4,77.8,3.6,4.3,0.0,0.0,
Bakmix voor appeltaart,341.0,9.4,72.0,1.1,2.9,135.0,0.0,stuk
Frites groente- voorgebakken diepvries onbereid,142.0,2.2,15.0,7.0,5.2,60.0,0.0,
Soeppoeder 1-kops soep,372.0,9.6,54.2,12.1,4.0,0.0,250.0,kom
Melk volle lactosevrij,64.0,3.4,4.6,3.6,0.0,0.0,200.0,glas
Zoetstof intensief obv koolhydraten als vulmiddel,358.0,2.8,85.7,0.2,1.1,0.0,0.0,
Witlof m ham en kaas uit de oven,101.0,8.1,1.8,6.5,0.7,150.0,0.0,stuk
Ratatouille bereid z vlees,56.0,1.1,3.3,3.9,1.7,150.0,0.0,stuk
Bonenschotel m groente in tomatensaus blik/glas/zak,71.0,3.4,9.0,1.4,4.2,0.0,0.0,
Stoofperen bereid m kookvocht,58.0,0.2,13.5,0.1,1.1,60.0,0.0,
Omelet/roerei,161.0,10.2,0.7,13.1,0.0,60.0,0.0,
Omelet ham-kaas,209.0,11.5,0.8,17.6,0.0,0.0,0.0,
Omelet m aardappel Spaanse tortilla,137.0,6.0,8.1,8.8,1.0,135.0,0.0,stuk
"Omelet m aardappel, groente en spek Spaanse tortilla",126.0,6.5,4.4,8.9,1.1,135.0,0.0,stuk
Bobotie z rijst,129.0,7.0,5.5,8.5,1.1,0.0,0.0,
Mosselen,67.0,11.1,1.9,1.7,0.0,0.0,0.0,
Saus carbonara- huishoudelijk bereid,284.0,13.5,1.0,25.1,0.0,150.0,0.0,stuk
Hachee,98.0,8.1,4.5,5.1,0.6,0.0,0.0,
Knoflook bereid z vet,127.0,5.6,23.8,0.3,2.7,3.0,0.0,teentje
Paprika gevuld m gehakt,145.0,5.8,6.5,10.4,1.4,150.0,0.0,stuk
Yoghurt geiten- volle,74.0,3.7,3.6,4.7,0.0,60.0,150.0,bakje
IJs room- chocolade,226.0,3.5,28.6,10.4,1.9,0.0,0.0,
Shaslick spies varkensvlees m groente bereid,75.0,12.8,1.5,1.8,0.7,60.0,0.0,
Viscuisine koolvis m paneermeel-kruidenkorst bereid,220.0,16.5,10.6,12.2,0.8,150.0,0.0,stuk
IJs room- vanille,220.0,3.0,24.9,12.0,0.6,0.0,0.0,
IJs vanille-,212.0,2.9,25.8,10.7,0.4,0.0,0.0,
IJs room- m vruchten,194.0,2.7,27.1,8.1,0.9,0.0,0.0,
IJs room/vanille- cornet m vruchten,269.0,3.1,40.5,10.3,0.9,0.0,0.0,
Bakmix voor pannenkoeken volkoren-,352.0,13.0,59.4,5.1,8.2,0.0,0.0,
Broodje gezond v witbrood,217.0,11.7,25.6,7.0,1.5,0.0,0.0,
Mousse chocolade- kant-en-klaar,189.0,5.3,23.9,7.5,2.3,0.0,0.0,
Tosti ham-kaas v witbrood,252.0,12.7,27.6,9.7,1.4,0.0,0.0,
Broodje hamburger huishoudelijk bereid,213.0,10.8,13.6,12.6,1.3,150.0,0.0,stuk
Frikandel speciaal,230.0,10.2,9.2,16.5,1.7,0.0,0.0,
Salade Griekse z dressing,81.0,4.7,2.3,5.6,1.3,0.0,0.0,
Risotto bereid,196.0,5.8,25.6,7.6,0.7,60.0,0.0,
Sushi m zalm en komkommer,133.0,5.5,22.8,1.8,1.2,400.0,0.0,stuk
Wrap m kip,171.0,13.5,17.1,5.1,1.5,0.0,0.0,
Aardpeer,75.0,2.0,13.4,0.5,4.3,140.0,0.0,stuk
Meloen gem,31.0,0.5,6.9,0.0,0.5,0.0,0.0,
Candybar gem,478.0,5.4,65.1,21.5,1.5,0.0,0.0,
Pindarotsjes,582.0,15.8,31.0,42.6,5.9,0.0,0.0,handje
Snoepmix,328.0,5.8,75.3,0.3,0.5,0.0,0.0,
Siroop vruchtenlimonade- m suiker en zoetstof 30-35 g KH,134.0,0.0,33.4,0.0,0.0,150.0,0.0,stuk
Wentelteefje v wit tarwebrood,199.0,5.9,24.6,8.3,1.0,0.0,0.0,
Pannenkoek spek- koelvers,208.0,6.7,18.1,11.9,0.8,0.0,0.0,
Salade nicoise m dressing,75.0,4.4,2.5,4.8,2.1,0.0,0.0,
Pastagerecht carbonara huishoudelijk bereid,182.0,7.5,20.2,7.6,1.0,150.0,0.0,stuk
Frites speciaal,249.0,2.6,25.6,14.5,2.8,0.0,0.0,
Frites m sauzen en uitjes,255.0,3.1,25.3,15.1,2.8,150.0,0.0,stuk
Frites kapsalon,216.0,9.6,8.8,15.6,1.2,0.0,0.0,
Quiche Lorraine,328.0,11.5,12.5,25.4,0.7,150.0,0.0,stuk
Stamppot boerenkool m rookworst en spekjes,137.0,5.2,9.4,8.4,1.6,0.0,0.0,
Stamppot e andijvie m gehaktbal en spekjes,101.0,5.2,11.3,3.6,1.4,0.0,0.0,
Zaden en pitten gem,562.0,19.1,10.5,44.8,20.5,0.0,0.0,
Spread fruit-,162.0,0.5,38.0,0.1,1.8,150.0,0.0,stuk
Vruchtendrank Dubbeldrank,45.0,0.2,10.8,0.0,0.3,0.0,0.0,
Margarineproduct 60% vet <17g verz vetz,536.0,0.0,0.2,59.5,0.0,0.0,0.0,
Halvarine Blue Band,357.0,0.3,1.1,39.0,0.1,0.0,0.0,
Glutenvrij brood donker,205.0,4.1,35.0,3.6,8.3,0.0,0.0,
Glutenvrij brood licht,212.0,4.1,38.9,3.1,6.1,0.0,0.0,
Glutenvrij brood meerzaden,236.0,5.0,33.5,7.0,9.7,0.0,0.0,
Glutenvrij brood zuurdesem,266.0,4.3,49.0,4.2,7.7,0.0,0.0,
Kruiden tuin- vers gem,43.0,3.3,4.1,0.7,3.2,150.0,0.0,stuk
Margarineproduct 45% vet <17 g verz vetz,406.0,0.2,0.2,45.0,0.0,0.0,0.0,
Gnocchi onbereid,174.0,3.9,37.9,0.3,1.9,60.0,0.0,
Limonade vruchten- m suiker en zoetstof 7-9 g KH,31.0,0.0,7.7,0.0,0.0,150.0,0.0,stuk
Halvarineproduct Albert Heijn light,270.0,0.0,0.0,30.0,0.0,60.0,0.0,
Halvarineproduct Albert Heijn Goed Begin,351.0,0.0,0.0,39.0,0.0,60.0,0.0,
Halvarineproduct Jumbo Goed Begin,347.0,0.1,1.1,38.0,0.0,0.0,0.0,
Halvarine Jumbo,356.0,0.1,1.2,39.0,0.0,0.0,0.0,
Smeltjus bereid,260.0,0.4,1.6,28.0,0.0,60.0,200.0,
Yoghurtdrank m zoetstof Linessa,28.0,3.0,3.5,0.1,0.5,0.0,150.0,bakje
Drink haver- z suiker verrijkt m calcium en vitamines,44.0,0.5,6.7,1.5,1.0,150.0,0.0,stuk
Bonen bruine blik/glas geen zout toegevoegd,118.0,8.0,15.9,0.9,7.2,150.0,0.0,stuk
Linzen blik/glas geen zout toegevoegd,93.0,7.7,12.5,0.5,3.8,0.0,0.0,
Erwten kikker- blik/glas geen zout toegevoegd,117.0,6.8,13.5,2.5,6.5,0.0,0.0,
Bonen kidney- rode blik/glas geen zout toegevoegd,102.0,7.7,13.0,0.7,6.6,0.0,0.0,
Pizza m mozzarella Margherita,200.0,7.6,22.3,8.6,1.4,0.0,0.0,
Pizza quattro formaggi,230.0,9.3,22.6,11.1,1.4,0.0,0.0,
Zuigelingenvoeding Nestle Little steps 1 p 100ml,68.0,1.5,8.2,3.2,0.0,150.0,0.0,stuk
Opvolgmelk Nestle Little steps 2 p 100ml,67.0,1.5,8.0,3.2,0.0,0.0,200.0,glas
Dreumesmelk Nestle Little steps 3 p 100ml,67.0,1.5,8.6,3.0,0.0,0.0,200.0,glas
Groente hutspot-,35.0,0.9,5.9,0.2,3.1,0.0,0.0,
Groente roerbak- Mexicaanse,51.0,2.7,7.1,0.5,3.6,0.0,0.0,
Taco m gehakt en bonen,152.0,7.4,12.8,7.2,3.2,0.0,0.0,
Burrito m gehakt,208.0,9.6,12.8,12.8,1.4,0.0,0.0,
Lasagne groenten- koelverse maaltijd,112.0,3.3,10.6,5.9,1.2,0.0,0.0,
Ui rode,37.0,1.3,5.6,0.4,2.5,150.0,0.0,stuk
Broodje cheeseburger kant-en-klaar,240.0,12.7,20.6,11.4,1.9,0.0,0.0,
Wafel mais- naturel m zout,385.0,7.4,85.0,1.1,2.5,0.0,0.0,
Drink haver- z suiker,40.0,0.3,7.1,1.1,0.5,150.0,0.0,stuk
Drink amandel- z suiker,26.0,0.9,0.6,2.2,0.2,150.0,0.0,stuk
Plantaardig alternatief voor Goudse kaas obv kokosolie,268.0,0.3,17.4,21.5,1.7,0.0,0.0,
Plantaardig alternatief voor Goudse kaas obv kokosolie verrijkt m Ca en Vit B12,286.0,0.1,22.7,21.3,1.7,0.0,0.0,
Hummus m groente,251.0,5.3,11.0,19.1,7.0,0.0,0.0,
Soepstengel volkoren,385.0,14.1,61.9,6.5,11.3,0.0,250.0,kom
Saus sate- geconcentreerd,437.0,13.5,36.5,25.5,3.3,0.0,0.0,
Saus soja-,40.0,5.5,4.4,0.0,0.1,0.0,0.0,
Saus wok- teriyaki,164.0,1.9,38.2,0.3,0.5,0.0,0.0,
Zoutje luchtig aardappelbasis,514.0,3.6,59.7,28.4,2.5,135.0,0.0,stuk
Drink kokos- m suiker verrijkt m calcium en vitamines,25.0,0.2,2.4,1.6,0.1,150.0,0.0,stuk
Kipschnitzel krokant,265.0,13.6,19.2,14.6,1.2,0.0,0.0,
Worst boterham- vegetarisch,173.0,8.7,3.5,12.9,4.2,0.0,0.0,
Pate/smeerworst vegetarisch obv soja/erwt,235.0,6.8,5.5,19.9,3.6,0.0,0.0,
Wrap/tortilla volkoren,288.0,9.3,47.7,5.0,8.0,0.0,0.0,
Reepjes/stukjes vegetarisch obv soja/tarwe onbereid,171.0,20.3,4.4,6.6,6.8,60.0,0.0,
Margarineproduct Becel Romig 60% vet,544.0,0.5,0.5,60.0,0.0,0.0,0.0,
Halvarineproduct 20% vet <10g verz vetz,180.0,0.0,0.0,20.0,0.0,0.0,0.0,
Muesli krokante m fruit verrijkt m vezel,430.0,8.2,59.2,15.1,12.3,150.0,0.0,stuk
Noten gemengd m cranberry,555.0,15.0,29.5,40.4,6.3,0.0,0.0,handje
Muesli krokante m noten verrijkt m vezel,456.0,9.8,53.6,19.8,12.2,0.0,0.0,handje
Muesli krokante m chocolade verrijkt m vezel,448.0,9.4,55.8,18.1,12.3,0.0,0.0,
Kokos geraspt gedroogd,674.0,7.1,8.6,64.8,14.4,0.0,0.0,
Seroendeng,609.0,12.9,19.6,50.9,10.3,0.0,0.0,
Peulvruchten gem gedroogd,335.0,23.1,43.6,3.9,16.4,0.0,0.0,
Eiwitreep m pinda,506.0,22.2,30.3,30.7,9.8,60.0,0.0,handje
Eiwitreep m chocola m zoetstof,369.0,36.7,26.7,14.8,8.5,60.0,0.0,
Saus wok- zoetzure,169.0,1.1,38.0,1.2,0.8,0.0,0.0,
Koek ontbijt- verrijkt m vezel,285.0,2.8,62.4,0.9,8.1,0.0,0.0,
Graanreep Sultana Good Morning,451.0,7.7,66.4,16.3,4.2,0.0,0.0,
Mueslireep verrijkt m vezel,444.0,9.4,59.3,16.0,12.7,0.0,0.0,
Biscuit fruit- verrijkt m vezel,388.0,6.9,72.5,7.1,6.1,150.0,0.0,stuk
"Biscuit meergranen- diverse smaken verrijkt m vezel, vit en min",389.0,8.0,65.6,8.5,9.2,150.0,0.0,stuk
Groenteballetjes/-burgers vegetarisch obv soja onbereid verrijkt m ijzer en vit B12,146.0,14.9,7.4,5.0,5.8,60.0,0.0,
Kaas komijne- 48+ gem,370.0,22.9,0.4,30.5,0.1,0.0,0.0,
Meel Johannesbroodpit-,187.0,3.2,3.3,1.3,74.7,0.0,0.0,
Couscous volkoren,342.0,12.1,65.0,1.9,8.4,0.0,0.0,
Tofu onbereid,119.0,12.4,1.5,6.6,2.0,60.0,0.0,
Knolraap,31.0,0.9,4.8,0.3,2.7,0.0,0.0,
Varkensvlees gem,201.0,19.0,1.2,13.3,0.2,0.0,0.0,
Vis mager <5 g vet gem bereid in magnetron z toevoegingen,112.0,23.4,0.0,2.0,0.0,60.0,0.0,
Saus bolognese- huishoudelijk bereid,126.0,7.4,4.1,8.6,1.3,150.0,0.0,stuk
Spaghetti bolognese m kaas huishoudelijk bereid,149.0,7.7,15.1,6.1,1.3,150.0,0.0,stuk
"Salade maaltijd- m kip, pasta en dressing",127.0,5.1,10.6,6.8,1.0,0.0,0.0,
Salade aardappel-,180.0,1.4,15.0,12.5,1.1,135.0,0.0,stuk
Tosti ham-kaas v bruin/volkoren brood,245.0,13.5,23.7,9.9,3.3,150.0,0.0,stuk
Pepers in zuur in blik/glas,14.0,0.8,1.9,0.1,0.8,0.0,0.0,
Kwark magere lactosevrij,57.0,9.8,3.8,0.2,0.0,0.0,125.0,bakje
Strooigoed,411.0,5.2,78.9,8.0,1.4,0.0,0.0,
Drink soja- vruchten/vanille m suiker verrijkt m calcium en vitamines,55.0,2.8,7.6,1.4,0.6,150.0,0.0,stuk
Drink kokos- z suiker,26.0,0.3,1.3,1.9,1.0,150.0,0.0,stuk
Jackfruit in water blik,18.0,1.0,0.8,0.2,4.9,150.0,200.0,glas
Plantaardig alternatief voor yoghurt obv kokos z suiker,150.0,1.5,3.2,14.4,0.5,150.0,150.0,bakje
Tofureepjes/-blokjes gekruid onbereid,213.0,15.7,1.4,15.6,2.3,150.0,0.0,stuk
Falafel onbereid,231.0,9.1,24.0,9.0,8.8,60.0,0.0,
Kaasschnitzel vegetarisch onbereid,291.0,11.4,26.0,15.2,2.4,60.0,0.0,
Balletjes/burgers vegetarisch obv soja/tarwe onbereid,177.0,19.6,4.7,7.5,6.0,60.0,0.0,
Vissticks vegetarisch obv rijst/tarwe onbereid,223.0,4.9,28.7,9.3,2.9,60.0,0.0,
Balletjes/burgers vegetarisch obv soja/tarwe onbereid verrijkt m ijzer en vit B12,190.0,16.9,8.5,8.7,5.1,60.0,0.0,
Balletjes/burgers vegetarisch obv erwt onbereid,209.0,15.6,3.2,14.3,2.3,60.0,0.0,
Groenteballetjes/-burgers vegetarisch obv soja onbereid,194.0,10.4,12.6,10.2,5.2,60.0,0.0,
Reepjes/stukjes vegetarisch obv soja/tarwe onbereid verrijkt m ijzer en vit B12,178.0,20.4,3.0,8.4,4.6,60.0,0.0,
Nuggets vegetarisch obv tarwe/erwt diepvries onbereid,288.0,8.4,26.5,15.7,3.6,60.0,0.0,
Filet americain vegetarisch obv melk verrijkt m ijzer,275.0,7.8,6.3,23.6,3.2,0.0,200.0,glas
Kroket oven- vegetarisch diepvries onbereid,261.0,5.2,24.0,15.4,3.1,60.0,0.0,
Dextrose tabletten niet verrijkt,369.0,0.0,91.0,0.5,0.0,0.0,0.0,
Rempejek pindakoekje,576.0,14.5,24.7,45.7,4.0,0.0,0.0,handje
Bitterbal bereid m vloeibaar frituurvet,362.0,9.9,20.7,26.2,1.7,60.0,0.0,
Gehakt rul vegetarisch obv soja onbereid verrijkt m ijzer en vit B12,110.0,21.8,1.2,0.2,8.4,60.0,0.0,
Margarine 80% vet >24 g verz vetz in NEVO recepten,719.0,0.1,0.3,79.7,0.0,0.0,0.0,
Worst braad- vegetarisch obv erwt onbereid,237.0,16.0,1.6,17.6,4.3,60.0,0.0,
Worst braad- vegetarisch obv soja/tarwe onbereid verrijkt m ijzer en vit B12,178.0,14.1,5.1,11.0,1.0,60.0,0.0,
Schnitzel/burger vegetarisch obv melk onbereid verrijkt m ijzer,172.0,11.4,12.1,7.9,3.9,60.0,200.0,glas
Burger vegetarisch gevuld m groente en kaas onbereid,216.0,9.0,19.1,10.8,3.1,60.0,0.0,
Cracker luchtige volkoren,355.0,10.0,64.3,3.6,12.7,0.0,0.0,
Plantaardig alternatief voor room obv haver,136.0,0.8,8.1,11.0,0.4,0.0,0.0,
Drink soja- chocolade m suiker verrijkt m calcium en vitamines,60.0,3.0,7.6,1.7,0.9,150.0,0.0,stuk
Spekjes vegetarisch onbereid,185.0,15.0,6.1,10.5,2.7,60.0,0.0,
Tempeh onbereid,128.0,17.6,0.4,4.7,6.2,60.0,0.0,
Bakmix voor oliebollen,367.0,11.0,77.0,1.0,2.9,0.0,0.0,
Kaas 35+,302.0,27.3,0.0,20.4,0.0,0.0,0.0,
Bloem spelt-,348.0,13.2,67.4,1.7,5.1,0.0,0.0,
Meel volkoren spelt-,332.0,14.4,56.0,2.3,15.3,0.0,0.0,
